componente,anoPlanilha,habilidade,descricao,ondas,agrupamento,moduloOndas,aulaOndas,paginaCaderno,aulaPF,sugestoes,complementar
Língua Portuguesa,1º,EF15LP01,"Identificar a função social de textos que circulam em campos da vida social dos quais participa cotidianamente (a casa, a rua, a comunidade, a escola) e nas mídias impressa, de massa e digital, reconhecendo para que foram produzidos, onde circulam, quem os produziu e a quem se destinam.",2.0,1º e 2º,Temática 8,Aula 02,75 e 76,LP_Unidade_03: Quadrinhas,"Escrever um cartão de agradecimento para a turma. Ler em voz alta para todos, explicando para os estudantes a função do mesmo. Em seguida, pedir que os estudantes confeccionem um para algum familiar, podendo ser através de desenhos e pequenas palavras.","História: O menino que aprendeu a ver
Autor (a): Ruth Rocha"
Princípios para uma vida saudável,1º,EF05CI08,"Organizar um cardápio equilibrado com base nas características dos grupos alimentares (nutrientes e calorias), nas necessidades individuais (atividades realizadas, idade, sexo etc.) e dos alimentos disponíveis na região, para a manutenção da saúde do organismo.",2.0,1º e 2º,Temática 8,Aula 03,77 e 78,VID_Unidade_03: Alimentação Saudável,"Realizar com a turma a confecção de pequenos recadinhos com mensagens para não desperdiçar os alimentos e maneiras que podemos evitar esse tipo de ação. A turma passará nas salas e realizará a distribuição dos recados confeccionados, como forma de sensibilização coletiva.","História: 8 jeitos de mudar o mundo
Autor (a): Sandra Aymone"
Matemática,1º,EF02MA05,Construir fatos básicos da adição e subtração e utilizá-los no cálculo mental ou escrito.,2.0,1º e 2º,Temática 8,Aula 04,79 e 80,MAT_Unidade_08: Números para medir e operar,"Propor um questionário com estudantes com situações do cotidiano e a partir destas, realizar cálculos mentais, somando os dados identificados. Exemplo: montar duplas, cada estudante fala sua idade e eles realizam a soma destas.","História: A natureza em números
Autor (a): Paulo Meireles Barguil"
Ciências,1º,EF01CI05,"Identificar e nomear diferentes escalas de tempo: os períodos diários (manhã, tarde, noite) e a sucessão de dias, semanas, meses e anos.",2.0,1º e 2º,Temática 8,Aula 05,82 e 82,CIE_Unidade_14: Dia e noite,"Pedir aos estudantes que observem o céu durante o dia e a noite, anotando as principais diferenças. Exemplo: pelo dia consigo identificar o sol, ver as nuvens, a noite consigo ver a lua, as estrelas.","História: Dia e Noite
Autor (a): Mary França e Eliardo França"
Ciências,3º,EF04CI07,"Verificar a participação de microrganismos na produção de alimentos, combustíveis, medicamentos, entre outros.",2.0,3º,Temática 1,Aula 01,3 e 4,CIE_Unidade_03: Os Alimentos,Propor que os estudantes desenhem e pintem seus alimentos favoritos e identifiquem os alimentos saudáveis.,"História: A cesta de Dona Maricota.
Autor (a): Tatiana Belink"
Ciências,3º,EF04CI08,"Propor, a partir do conhecimento das formas de transmissão de alguns microrganismos (vírus, bactérias e protozoários), atitudes e medidas adequadas para prevenção de doenças associadas.",2.0,3º,Temática 1,Aula 02,5 e 6,"CIE_Bactérias, fungos e vírus",Construir cartazes com imagens que representem ações de prevenção contra o Coronavírus.,"História: O vírus Malvadão e as crianças Poderosas
Autor (a): Daniel Cavalcante"
Matemática,3º,EF03MA05,"Desenvolvimento de estratégias pessoais e convencionais de cálculo envolvendo adição, subtração e Conteúdos: multiplicação (usando propriedades do sistema de numeração).",2.0,3º,Temática 1,Aula 03,7 e 8,"MAT_Unidade_04: Medir, ordenar e operar","Solicitar à turma que levem tampinhas de garrafas, para que na sala de aula, agrupem por cores, verificando a quantidade que cada estudante levou e somando com todos da turma.","História: Livros dos números, bichos e flores
Autor (a): Cléo Busatto"
Língua Portuguesa,3º,EF35LP03,"Identificar a ideia central do texto, demonstrando compreensão global.",2.0,3º,Temática 1,Aula 04,9 e 10,LP_Pensamento crítico,Levar contos infantis para os estudantes lerem e identificar a ideia central contida nas histórias.,"História: No reino das letras felizes
Autor (a): Lenira Almeida Heck"
Princípios para uma vida saudável,3º,EF01CI03,"Discutir as razões pelas quais os hábitos de higiene do corpo (tomar banho, lavar as mãos antes de comer ou após usar o banheiro, escovar os dentes, limpar os olhos, o nariz e as orelhas etc.) e a prática de atividades físicas são necessários para a manutenção da saúde individual e coletiva, reconhecendo e respeitando os hábitos culturais das comunidades e as condições sócias de cada indivíduo.",2.0,3º,Temática 1,Aula 05,11 e 12,"VID_Unidade_02: Saúde e doença: higiene, descanso, alimentação e esporte",Propor que os estudantes escolham seu esporte favorito e listem os cuidados higiênicos após a prática.,"História: A alimentação nada saudável de Francisco
Autor (a): Minéia Pacheco"
Princípios para uma vida saudável,3º,EF03GE08,"Relacionar a produção de lixo doméstico ou da escola aos problemas causados pelo consumo excessivo e construir propostas para o consumo consciente, considerando a ampliação de hábitos de redução, reúso e reciclagem/descarte de materiais consumidos em casa, na escola e/ou no entorno.",2.0,3º,Temática 2,Aula 01,13 e 14,VID_Unidade_04: Os cuidados com a natureza,"Criar um cartaz com os quatro “R” importantes para a conservação de nosso planeta: Reduzir, Reutilizar, Reciclar e Recuperar. Frisando que significam: Reduzir a quantidade de lixo; Reutilizar embalagens e sacos; Reciclar materiais e Recuperar materiais, para voltar a utilizá-los.","História: O mundinho
Autor (a): Ingrid Bellinghausen"
Língua Portuguesa,3º,EF03LP01,"Ler e escrever palavras com correspondências regulares contextuais entre grafemas e fonemas – c/qu; g/gu; r/rr; s/S; o (e não u) e e (e não i) em sílaba átona em final de palavra – e com marcas de nasalidade (til, m, n).",2.0,3º,Temática 2,Aula 02,15 e 16,LP_Unidade_14: M/N/J/G E Relato,"Em equipes, criar cartazes, colando imagens de objetos e/ou animais que possuem L ou U no final da sílaba e escrever o nome de cada uma abaixo da imagem.","História: O reizinho mandão
Autor (a): Ruth Rocha"
Ciências,3º,EF03GE09,"Investigar os usos dos recursos naturais, com destaque para os usos da água em atividades cotidianas (alimentação, higiene, cultivo de plantas etc.), e discutir os problemas ambientais provocados por esses usos.",2.0,3º,Temática 2,Aula 03,17 e 18,CIE_Unidade_11: Água,"Levar para sala de aula figuras que representam lugares onde podemos encontrar água e lugares onde não podemos. Em seguida, pedir para que os estudantes sinalizem cada um deles.","História: O livro que não tinha fim
Autor (a): Sandra Aymone"
Ciências,3º,EF02CI06,"Identificar as principais partes de uma planta (raiz, caule, folhas, flores e frutos) e a função desempenhada por cada uma delas, e analisar as relações entre as plantas, o ambiente e os demais seres vivos.",2.0,3º,Temática 2,Aula 04,19 e 20,CIE_Unidade_09: Cuidados com as Plantas,Solicitar que os estudantes escolham diferentes tipos de plantas e façam a descrição de cada uma das suas partes.,"História: Os nossos amigos animais
Autor (a): Marisa da Rosa, Miguel Ribeiro"
Matemática,3º,EF02MA01,Comparar e ordenar números naturais (até a ordem de centenas) pela compreensão de características do sistema de numeração decimal (valor posicional e função do zero).,2.0,3º,Temática 2,Aula 05,21 e 22,MAT_Unidade_13: Que Horas São?,Pedir aos estudantes que façam filas e identifiquem suas posições utilizando os números ordinais. O mesmo pode ser feito com suas posições nas cadeiras.,História: Os dez amigos Autor (a): Ziraldo
Língua Portuguesa,3º,EF15LP02,"Estabelecer expectativas em relação ao texto que vai ler (pressuposições antecipadoras dos sentidos, da forma e da função social do texto), apoiando-se em seus conhecimentos prévios sobre as condições de produção e recepção desse texto, o gênero, o suporte e o universo temático, bem como sobre saliências textuais, recursos gráficos, imagens, dados da própria obra (índice, prefácio etc.), confirmando antecipações e inferências realizadas antes e durante a leitura de textos, checando a adequação das hipóteses realizadas.",2.0,3º,Temática 3,Aula 01,23 e 24,LP_Unidade_04: Onomatopeias e Poemas,Escrever em uma cartolina algumas onomatopéias e pedir para que os estudantes identifiquem o que reproduz aquele som. Exemplo: Atchim! / Resposta: Espirro. Toc! Toc! / Resposta: Batendo na porta,"História: Histórias das vogais
Autor (a): Rosimeire Souza Pereira"
Língua Portuguesa,3º,EF03LP01,"Ler e escrever palavras com correspondências regulares contextuais entre grafemas e fonemas – c/qu; g/gu; r/rr; s/S; o (e não u) e e (e não i) em sílaba átona em final de palavra – e com marcas de nasalidade (til, m, n).",2.0,3º,Temática 3,Aula 02,25 e 26,"LP_Unidade_08: Jogos, Mitos e Lendas","Solicitar aos estudantes que conversem com a família sobre mitos ou lendas da comunidade em que vivem e em seguida, realizar uma roda de conversa na sala de aula para que os estudantes debatam sobre as lendas e/ou mitos que conheceram através da família.","História: A magia do alfabeto
Autor (a): Desconhecido"
Matemática,3º,EF02MA18,"Indicar a duração de intervalos de tempo entre duas datas, como dias da semana e meses do ano, utilizando calendário, para planejamentos e organização de agenda.",2.0,3º,Temática 3,Aula 03,27 e 28,MAT_Unidade_06: Calendário e cálculos,Confeccionar um calendário com os estudantes e pedir que os mesmos pintem a data que corresponde ao seu aniversário e destaquem qual a atual data e mês daquele dia.,"História: Os pingos e os amigos
Autor (a): Mary França e Eliardo França"
Maneiras de pensar e agir,3º,EF03GE01,"Identificar e comparar aspectos culturais dos grupos sociais de seus lugares de vivência, seja na cidade, seja no campo.",2.0,3º,Temática 3,Aula 04,29 e 30,MP_Unidade_03: Comportamentos Positivos: Direitos e Deveres,"Solicitar que os estudantes escrevam ações positivas e negativas que presenciam no seu dia-a-dia e em um roda de conversa, discutam sobre essas ações.","História: Eu sou assim e vou te mostrar
Autor (a): Heinz Janisch"
Ciências,3º,EF03GE06,Identificar e interpretar imagens bidimensionais e tridimensionais em diferentes tipos de representação cartográfica do seu cotidiano.,2.0,3º,Temática 3,Aula 05,31 e 32,CIE_Unidade_01: O corpo humano,"Propor que os estudantes identifiquem objetos e/ou colegas que estão à sua volta. Sugerindo troca de lugares para que possam mudar de posição. Assim, podendo dizer o que, ou quem está à sua direita e esquerda.","História: Sinto o que sinto com o cinco sentidos
Autor (a): Ellen Pestili"
Matemática,3º,EF03MA06,"Resolver e elaborar problemas de adição e subtração com os significados de juntar, acrescentar, separar, retirar, comparar e completar quantidades, utilizando diferentes estratégias de cálculo exato ou aproximado, incluindo cálculo mental.",2.0,3º,Temática 4,Aula 01,33 e 34,MAT_Unidade_02: Contar e Calcular,"Pedir que os estudantes desenhem seus familiares e, ao final, escrevam quantas pessoas têm. Pode-se contar a quantidade total de estudantes da sala, identificar quantos meninos e quantas meninas existem na sala, assim como, calcular quantos estão presentes e ausentes.","História: A fila dos números
Autor (a): Ana Caroline"
Língua Portuguesa,3º,EF03LP14,"Planejar e produzir textos injuntivos instrucionais, com a estrutura própria desses textos (verbos imperativos, indicação de passos a ser seguidos) e mesclando palavras, imagens e recursos gráfico-visuais, considerando a situação comunicativa e o tema/ assunto do texto.",2.0,3º,Temática 4,Aula 02,35 e 36,LP_Unidade_13: Construindo jogos,Solicitar que os estudantes levem jornais e/ou revistas para que analisem os tipos de textos e na oportunidade possam construir um novo texto de forma colaborativa.,"História: Dona Letra do alfabeto e Silva
Autor (a): Rita de Cássia Guimarães Heinzen"
Cidadania e Convivência em Paz,3º,EF01GE04,"Discutir e elaborar, coletivamente, regras de convívio em diferentes espaços (sala de aula, escola etc.)",2.0,3º,Temática 4,Aula 03,37 e 38,CIC_Unidade_02: Profissionais da Escola e a Responsabilidade no Espaço,"Realizar uma roda de conversa com os estudantes sobre as ações de boas práticas para um bom convívio dentro e fora da escola. Na oportunidade, pode-se confeccionar um cartaz com regras de boa convivência.",História: Desculpe-me Autor (a): Roberto Castro
Maneiras de pensar e agir,3º,EF05HI04,"Compreender a noção de cidadania e associar aos princípios de respeito à diversidade, à pluralidade e aos direitos humanos.",2.0,3º,Temática 4,Aula 04,39 e 40 ,MP_Unidade_04: Trabalho Colaborativo,"Construir cartazes com imagens de boas ações com o trabalho em equipe, ressaltando a importância da boa convivência em sociedade.","História: O livro dos sentimentos
Autor(a): Todd Parr"
Ciências,3º,EF03CI06,"Comparar alguns animais e organizar grupos com base em características externas comuns (presença de penas, pêlos, escamas, bico, garras, antenas, patas etc.).",2.0,3º,Temática 4,Aula 05,41 e 42,CIE_Unidade_06: Convivendo com os Animais,"Solicitar que os estudantes levem figuras de animais e de maneira coletiva, construam um cartaz com as imagens, listando os cuidados que devemos ter com os animais.","História: O diário de uma minhoca
Autor (a): Cristiane Neri"
Ciências,3º,EF03HI03,"Identificar e comparar pontos de vista em relação a eventos significativos do local em que vive, aspectos relacionados a condições sociais e à presença de diferentes grupos sociais e culturais.",2.0,3º,Temática 5,Aula 01,43 e 44,CIE_Unidade_03: Os alimentos,"Pedir que os estudantes levem figuras de alimentos e comidas típicas. Na aula, construir um cartaz agrupando-os de acordo com a região de origem.","História: Poesia na Varanda
Autor (a): Sônia Junqueira"
Matemática,3º,EF03MA05,"Desenvolvimento de estratégias pessoais e convencionais de cálculo envolvendo adição, subtração e Conteúdos: multiplicação (usando propriedades do sistema de numeração).",2.0,3º,Temática 5,Aula 02,45 e 46,MAT_Unidade_01: O mundo dos números,"Pedir aos estudantes que relatem as situações em que eles utilizam os números. Em seguida, fazer uma roda de conversa sobre a importância dos números nas brincadeiras, nas compras, entre outras utilidades citadas por eles.","História: Cadê o maior e o menor?
Autor (a): Fiona Watt, Edições Usborne"
Língua Portuguesa,3º,EF03LP24,"Ler/ouvir e compreender, com autonomia, relatos de observações e de pesquisas em fontes de informações, considerando a situação comunicativa e o tema/assunto do texto.",2.0,3º,Temática 5,Aula 03,47 e 48,LP_Unidade_07: Amigos de lá,"Solicitar que os estudantes escrevam em seus cadernos características próprias: físicas, o que gostam de fazer, comida preferida, cor da pele, brincadeira preferida, entre outras. Em seguida, formar duplas para que possam discutir as características em comum. Vale ressaltar o respeito às diferenças uns dos outros.","História: Os três chapeuzinho vermelho
Autor (a): Jonas Ribeiro."
Língua Portuguesa,3º,EF03LP12,"Ler e compreender, com autonomia, cartas pessoais e diários, com expressão de sentimentos e opiniões, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero carta e considerando a situação comunicativa e o tema/assunto do texto.",2.0,3º,Temática 5,Aula 04,49 e 50,LP_Unidade_15: Relato de Passeios,"Criar o “Correio da amizade”, onde os estudantes poderão confeccionar cartinhas diariamente para os colegas da sala.","História: O rato do campo e o rato da cidade
Autor (a): Silvia Moral"
Maneiras de pensar e agir,3º,EF03HI01,"Identificar os grupos populacionais que formam a cidade, o município e a região, as relações estabelecidas entre eles e os eventos que marcam a formação da cidade, como fenômenos migratórios (vida rural/vida urbana), desmatamentos, estabelecimento de grandes empresas etc.",2.0,3º,Temática 5,Aula 05,51 e 52,MP_O contexto em que vivo,Solicitar que os estudantes construam um desenho que represente a cultura da sua comunidade.,"História: Ninguém é Igual a Ninguém
Autor (a): Regina Otero e Regina Rennó"
Ciências,3º,EF03CI02,"Experimentar e relatar o que ocorre com a passagem da luz através de objetos transparentes (copos, janelas de vidro, lentes, prismas, água etc.), no contato com superfícies polidas (espelhos) e na intersecção com objetos opacos (paredes, pratos, pessoas e outros objetos de uso cotidiano).",2.0,3º,Temática 6,Aula 01,54 e 55,CIE_Unidade_10: Os materiais,"Escolher alguns objetos na sala de aula e/ou escola e pedir aos estudantes que identifiquem a matéria prima.Exemplo: Copo - plástico ou vidro;Cadeira - madeira;Janela - Madeira ou vidro","História: Planeta Terra: Nossa Casa
Autor (a): Leonardo Mendes Cardoso"
Língua Portuguesa,3º,EF35LP03,"Identificar a ideia central do texto, demonstrando compreensão global.",2.0,3º,Temática 6,Aula 02,56 e 57,LP_Unidade_15: Relato de Passeios,Ler com os estudantes a história do material complementar (A mentira tem perna curta ) e solicitar que eles construam um desenho sobre o que entenderam.,"História: A mentira tem perna curta
Autor (a): Rosy Gadda Conti"
Matemática,3º,EF03MA22,"Ler e registrar medidas e intervalos de tempo, utilizando relógios (analógico e digital) para informar os horários de início e término de realização de uma atividade e sua duração.",2.0,3º,Temática 6,Aula 03,58 e 59,MAT_Unidade_11: Noções geométricas: figuras planas,"Confeccionar um relógio de ponteiro com pratinhos de festa ou papelão e pedir que os estudantes marquem os horários que realizam algumas ações. Como por exemplo: horário que acordam, dormem, almoçam, entre outros.","História: O tempo de Nino
Autor (a): Karine Portela"
Matemática,3º,EF03MA23,Ler horas em relógios digitais e em relógios analógicos e reconhecer a relação entre horas e minutos e entre minuto e segundos.,2.0,3º,Temática 6,Aula 04,60 e 61,MAT_Unidade_16: Para saber mais sobre os sistemas de numeração,"Confeccionar um relógio de ponteiro com pratinhos de festa ou papelão e indicar diferentes horários, sendo hora inteira e meia hora para que os estudantes os identifiquem.","História: O menino e o tempo
Autor (a): Fabiana Guimarães"
Matemática,3º,EF15LP13,"Identificar finalidades da interação oral em diferentes contextos comunicativos (solicitar informações, apresentar opiniões, informar, relatar experiências etc.).",2.0,3º,Temática 6,Aula 05,62 e 63,TEC_Unidade_03: A comunicação através do tempo,"Solicitar aos estudantes que desenhem os meios de comunicação que eles mais utilizam. Em seguida, confeccionar um cartaz em sala de aula para que possam, em equipe, analisar a importância do meio de comunicação que aparece mais vezes no cartaz.","História: De onde vem a TV?
Autor (a): De onde vem?"
Tecnologia,3º,EF04HI01,"Reconhecer a história como resultado da ação do ser humano no tempo e no espaço, com base na identificação de mudanças e permanências ao longo do tempo.",2.0,3º,Temática 7,Aula 01,63 e 64,TEC_Unidade_01: Tecnologia na Sala de Aula,"Realizar uma roda de conversa sobre os cuidados que devemos ter e o mau uso da internet, alertando sobre a importância de observar e analisar cada informação para que não sejam vítimas de Fake News.","História: Máquina do tempo
Autor (a): Cassiana Pizaia, Rima AwadA,Rosi Vilas Boas"
Matemática,3º,EF03MA01,"Ler, escrever e comparar números naturais de até a ordem de unidade de milhar, estabelecendo relações entre os registros numéricos e em língua materna.",2.0,3º,Temática 7,Aula 02,65 e 66,MAT_Unidade_16: Para saber mais sobre os sistemas de numeração,"Utilizar cédulas fictícias para os estudantes, construindo problemas e/ou situações, levando-os a refletir quanto foi gasto e quanto sobrará de troco.","História: Camilão o comilão
Autor (a): Ana Maria Machado"
Matemática,3º,EF03MA03,Construir e utilizar fatos básicos da adição e da multiplicação para o cálculo mental ou escrito.,2.0,3º,Temática 7,Aula 03,67 e 68,MAT_Unidade_15: Muitas formas de resolver problemas,"Criar uma lista de lanches (frutas, doces, bolos e sucos) para um possível piquenique. Deixar que os estudantes escolham o lanche e a quantidade que querem levar. Ao final, somar a quantidade geral de alimentos, verificando se é suficiente para a turma.","História: Máquina do tempo
Autor (a): Cassiana Pizaia, Rima Awada, Rosi Vilas Boas"
Língua Portuguesa,3º,EF03LP05,"Identificar o número de sílabas de palavras, classificando-as em monossílabas, dissílabas, trissílabas e polissílabas.",2.0,3º,Temática 7,Aula 04,69 e 70,LP_Unidade_02: Troca letra e fábulas,"Realizar um bingo de palavras. Com as palavras sorteadas no bingo, solicitar que os estudantes façam a separação silábica classificando-as em monossílabas, dissílabas, trissílabas e polissílabas.","História: Bichodário
Autor (a): Telma Guimarães"
Ciências,3º,EF03CI07,"Identificar características da Terra (como seu formato esférico, a presença de água, solo etc.), com base na observação, manipulação e comparação de diferentes formas de representação do planeta (mapas, globos, fotografias etc.).",2.0,3º,Temática 7,Aula 05,71 e 72,CIE_Unidade_12: Atmosfera,"Construir em sala e de maneira coletiva, uma maquete sobre as 4 estações do ano.","História: Quem vai salvar a vida
Autor (a): Ruth Rocha"
Princípios para uma vida saudável,3º,EF03GE09,"Investigar os usos dos recursos naturais, com destaque para os usos da água em atividades cotidianas (alimentação, higiene, cultivo de plantas etc.), e discutir os problemas ambientais provocados por esses usos.",2.0,3º,Temática 8,Aula 01,73 e 74,VID_Unidade_04: Os Cuidados com a natureza,"Confeccionar lixeiras coloridas ressaltando a importância da separação do lixo de acordo com seus materiais, que são separados em lixeiras de cores diferentes. Podem ser utilizadas caixas de papelão, forradas com e.v.a, papel crepom, cartolina, entre outros materiais das respectivas cores.","História: Amanda no país das vitaminas
Autor (a): Desconhecido"
Língua Portuguesa,3º,EF03LP13,"Planejar e produzir cartas pessoais e diários, com expressão de sentimentos e opiniões, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções dos gêneros carta e diário e considerando a situação comunicativa e o tema/assunto do texto.",2.0,3º,Temática 8,Aula 02,75 e 76,LP_Unidade_05: Sentimentos e emoções,"Solicitar que os estudantes produzam um texto como se fosse para um diário pessoal, relatando um dia muito feliz que viveu expressando seus sentimentos.","História: O menino que aprendeu a ver
Autor (a): Ruth Rocha"
Princípios para uma vida saudável,3º,EF35EF06,"Diferenciar os conceitos de jogo e esporte, identificando as características que os constituem na contemporaneidade e suas manifestações (profissional e comunitária/lazer).",2.0,3º,Temática 8,Aula 03,77 e 78,"VID_Unidade_02: Saúde e doença: higiene, descanso, alimentação e esporte",Propor que os estudantes escolham seu esporte favorito e listem as vestimentas adequadas e os cuidados para a sua prática.,"História: 8 jeitos de mudar o mundo
Autor (a): Sandra Aymone"
Matemática,3º,EF03MA04,"Estabelecer a relação entre números naturais e pontos da reta numérica para utilizá-la na ordenação dos números naturais e também na construção de fatos da adição e da subtração, relacionando-os com deslocamentos para a direita ou para a esquerda.",2.0,3º,Temática 8,Aula 04,79 e 80,MAT_Unidade_03: Adições que resultam 10,Levar problemas matemáticos relacionados ao deslocamento de direita ou esquerda.,"História: A natureza em números
Autor (a): Paulo Meireles Barguil"
Ciências,3º,EF03CI08,"Observar, identificar e registrar os períodos diários (dia e/ou noite) em que o Sol, demais estrelas, Lua e planetas que estão visíveis no céu",2.0,3º,Temática 8,Aula 05,82 e 82,CIE_Unidade_14: Dia e noite,"Em equipes, os estudantes confeccionarão dois cartazes, desenhando em um cartaz, ações que realizam durante o dia e no outro, ações que realizam durante à noite.","História: Dia e Noite
Autor (a): Mary França e Eliardo França"
Ciências,4º,EF04CI07,"Verificar a participação de microrganismos na produção de alimentos, combustíveis, medicamentos, entre outros.",2.0,4º e 5º,Temática 1,Aula 01,3 e 4,CIE_Unidade_03: Os Alimentos,"Criar uma lista de frutas, doces, bolos e sucos para um possível piquenique. em seguida, deixar que os estudantes escolham a quantidade e o que levar. Ao final, somar a quantidade geral de alimentos, verificando a quantidade para a turma.","História: A cesta de Dona Maricota.
Autor (a): Tatiana Belink"
Ciências,4º,EF04CI06,"Relacionar a participação de fungos e bactérias no processo de decomposição, reconhecendo a importância ambiental deste processo.",2.0,4º e 5º,Temática 1,Aula 02,5 e 6,"CIE_Bactérias, fungos e vírus","Desenvolver uma atividade experimental com os estudantes utilizando um recipiente de vidro com tampa; Fita adesiva; Diferentes tipos de alimento; e Água, com intuito de observar o processo de decomposição dos alimentos.","História: O vírus Malvadão e as crianças Poderosas
Autor (a): Daniel Cavalcante"
Matemática,4º,EF04MA20,"Medir e estimar comprimentos (incluindo perímetros), massas e capacidades, utilizando unidades de medida padronizadas mais usuais, valorizando e respeitando a cultura local.",2.0,4º e 5º,Temática 1,Aula 03,7 e 8,"MAT_Unidade_04: Medir, ordenar e operar","Utilizar uma régua e fita métrica e solicitar que os estudantes utilizem o instrumento certo para medir a altura e comprimento da mesa de estudo, cadeira, caderno, lápis, mochila, sapato e um coleguinha.","História: Livros dos números, bichos e flores
Autor (a): Cléo Busatto"
Matemática,4º,EF05MA19,"Resolver e elaborar problemas envolvendo medidas das grandezas de comprimento, área, massa, tempo, temperatura e capacidade, recorrendo a transformações entre as unidades mais usuais em contextos socioculturais.",2.0,4º e 5º,Temática 1,Aula 03,7 e 8,"MAT_Unidade_04: Medir, ordenar e operar","Utilizar uma régua e fita métrica e solicitar que os estudantes utilizem o instrumento certo para medir a altura e comprimento da mesa de estudo, cadeira, caderno, lápis, mochila, sapato e um coleguinha.","História: Livros dos números, bichos e flores
Autor (a): Cléo Busatto"
Língua Portuguesa,4º,EF35LP05,"Inferir o sentido de palavras ou expressões desconhecidas em textos, com base no contexto da frase ou do texto.",2.0,4º e 5º,Temática 1,Aula 04,9 e 10,LP_Unidade_02: Troca Letra e Fábulas,"Escrever no quadro várias sílabas e pedir aos estudantes que construam novas palavras e a partir disso, que escolham 02 delas e escrevam pequenas frases.","História: No reino das letras felizes
Autor (a): Lenira Almeida Heck"
Princípios para uma vida saudável,4º,EF04CI08,"Propor, a partir do conhecimento das formas de transmissão de alguns microrganismos (vírus, bactérias e protozoários), atitudes e medidas adequadas para prevenção de doenças associadas.",2.0,4º e 5º,Temática 1,Aula 05,11 e 12,VID_Unidade_01: Hábitos e práticas saudáveis,Solicitar que os estudantes escrevam quais os principais hábitos de higiene que eles realizam durante o seu dia e quais as práticas esportivas que ajudam na manutenção da imunidade.,"História: A alimentação nada saudável de Francisco
Autor (a): Minéia Pacheco"
Princípios para uma vida saudável,4º,EF04GE11,"Identificar as características das paisagens naturais e antrópicas (relevo, cobertura vegetal, rios etc.) no ambiente em que vive, bem como a ação humana na conservação ou degradação dessas áreas.",2.0,4º e 5º,Temática 2,Aula 01,13 e 14,CIE_A ação do ser humano sobre o meio ambiente,Solicitar que os estudantes construam lixeiras reciclagem para firmar a importância da conservação do ambiente.,"História: O mundinho
Autor (a): Ingrid Bellinghausen"
Língua Portuguesa,4º,EF05LP01,"Grafar palavras utilizando regras de correspondência fonema-grafema regulares, contextuais e morfológicas e palavras de uso frequente com correspondências irregulares.",2.0,4º e 5º,Temática 2,Aula 02,15 e 16,LP_Regras de ortografia,"Solicitar que os estudantes construam textos, poemas, frases com o uso das regras ortográficas.","História: O reizinho mandão
Autor (a): Ruth Rocha"
Ciências,4º,EF04CI05,Descrever e destacar semelhanças e diferenças entre o ciclo da matéria e o fluxo de energia entre os componentes vivos e não vivos de um ecossistema.,2.0,4º e 5º,Temática 2,Aula 03,17 e 18,CIE_As plantas e flores,Solicitar que os estudantes escolham diferentes tipos de folhas e façam a descrição de cada uma das suas partes.,"História: O livro que não tinha fim
Autor (a): Sandra Aymone"
Ciências,4º,EF04CI05,Descrever e destacar semelhanças e diferenças entre o ciclo da matéria e o fluxo de energia entre os componentes vivos e não vivos de um ecossistema.,2.0,4º e 5º,Temática 2,Aula 04,19 e 20,CIE_A classificação dos seres vivos,"Solicitar que os estudantes, em grupos, constroem maquetes dos cincos reinos, destacando as características, surgimento e habitats.","História: Os nossos amigos animais
Autor (a): Marisa da Rosa, Miguel Ribeiro"
Matemática,4º,EF04MA03,"Resolver e elaborar problemas com números naturais envolvendo adição e subtração, utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.",2.0,4º e 5º,Temática 2,Aula 05,21 e 22,MAT_Unidade_07: Somando e subtraindo: Ampliando conceitos,Construir problemas matemáticos de soma e subtração com contextos atuais no intuito de desenvolvimento da habilidade e revisão do conteúdo.,"História: Os dez amigos
Autor (a): Ziraldo"
Língua Portuguesa,4º,EF15LP02,"Estabelecer expectativas em relação ao texto que vai ler (pressuposições antecipadoras dos sentidos, da forma e da função social do texto), apoiando-se em seus conhecimentos prévios sobre as condições de produção e recepção desse texto, o gênero, o suporte e o universo temático, bem como sobre saliências textuais, recursos gráficos, imagens, dados da própria obra (índice, prefácio etc.), confirmando antecipações e inferências realizadas antes e durante a leitura de textos, checando a adequação das hipóteses realizadas.",2.0,4º e 5º,Temática 3,Aula 01,23 e 24,LP_Unidade_01: Amigos de cá,"Selecionar textos para que os estudantes possam ler em sala de aula, e solicitar que os mesmos façam uma resenha sobre o texto escolhido.","História: Histórias das vogais
Autor (a): Rosimeire Souza Pereira"
Língua Portuguesa,4º,EF15LP16,"Ler e compreender, em colaboração com os colegas e com a ajuda do professor e, mais tarde, de maneira autônoma, textos narrativos de maior porte como contos (populares, de fadas, acumulativos, de assombração etc.) e crônicas.",2.0,4º e 5º,Temática 3,Aula 02,25 e 26,LP_Unidade_06: Desafios e histórias,Solicitar que os estudantes construam um texto a partir dos áudios e vídeos vistos em sala de aula.,"História: A magia do alfabeto
Autor (a): Desconhecido"
